Year,Location_ID,Company_ID,Usage_ID,Value,Scalar_ID,UOM_ID
2001,CN,CNPC,COST,320106500,0,81
2001,CN,VIAR,D,61391,3,203
2001,CN,VIAR,DF,0,3,203
2001,CN,VIAR,DP,61197,3,203
2001,CN,VIAR,DYS,195,3,203
2001,CN,VIAR,DWT,0,3,203
2001,CN,VIAR,COST,26457234,0,81
2001,CN,RGRL,D,231471,3,203
2001,CN,RGRL,DF,207073,3,203
2001,CN,RGRL,DP,5593,3,203
2001,CN,RGRL,DYS,15576,3,203
2001,CN,RGRL,DWT,3230,3,203
2001,CN,RGRL,COST,90173646,0,81
2002,CN,ALL,D,1969741,3,203
2002,CN,ALL,DF,1819361,3,203
2002,CN,ALL,DP,68128,3,203
2002,CN,ALL,DYS,74764,3,203
2002,CN,ALL,DWT,7487,3,203
2002,CN,ALL,COST,712742623,0,81
2002,CN,CNNL,D,910726,3,203
2002,CN,CNNL,DF,868589,3,203
2002,CN,CNNL,DP,0,3,203
2002,CN,CNNL,DYS,39797,3,203
2002,CN,CNNL,DWT,2340,3,203
2002,CN,CNNL,COST,321268267,0,81
2002,CN,CNPC,D,786132,3,203
2002,CN,CNPC,DF,763953,3,203
2002,CN,CNPC,DP,0,3,203
2002,CN,CNPC,DYS,19540,3,203
2002,CN,CNPC,DWT,2639,3,203
2002,CN,CNPC,COST,288691605,0,81
2002,CN,VIAR,D,60824,3,203
2002,CN,VIAR,DF,0,3,203
2002,CN,VIAR,DP,60550,3,203
2002,CN,VIAR,DYS,274,3,203
2002,CN,VIAR,DWT,0,3,203
2002,CN,VIAR,COST,24159832,0,81
2002,CN,RGRL,D,212059,3,203
2002,CN,RGRL,DF,186819,3,203
2002,CN,RGRL,DP,7578,3,203
2002,CN,RGRL,DYS,15153,3,203
2002,CN,RGRL,DWT,2509,3,203
2002,CN,RGRL,COST,78622919,0,81
2003,CN,ALL,D,2007813,3,203
2003,CN,ALL,DF,1865509,3,203
2003,CN,ALL,DP,65428,3,203
2003,CN,ALL,DYS,70136,3,203
2003,CN,ALL,DWT,6741,3,203
2003,CN,ALL,COST,761278286,0,81
2003,CN,CNNL,D,912280,3,203
2003,CN,CNNL,DF,872848,3,203
2003,CN,CNNL,DP,462,3,203
2003,CN,CNNL,DYS,37101,3,203
2003,CN,CNNL,DWT,1870,3,203
2003,CN,CNNL,COST,332653051,0,81
2003,CN,CNPC,D,828027,3,203
2003,CN,CNPC,DF,807845,3,203
2003,CN,CNPC,DP,0,3,203
2003,CN,CNPC,DYS,17786,3,203
2003,CN,CNPC,DWT,2396,3,203
2003,CN,CNPC,COST,319635513,0,81
2003,CN,VIAR,D,61170,3,203
2003,CN,VIAR,DF,0,3,203
2003,CN,VIAR,DP,60873,3,203
2003,CN,VIAR,DYS,297,3,203
2003,CN,VIAR,DWT,0,3,203
2003,CN,VIAR,COST,23715977,0,81
2003,CN,RGRL,D,206336,3,203
2003,CN,RGRL,DF,184816,3,203
2003,CN,RGRL,DP,4094,3,203
2003,CN,RGRL,DYS,14951,3,203
2003,CN,RGRL,DWT,2475,3,203
2003,CN,RGRL,COST,85273745,0,81
2004,CN,ALL,D,2097070,3,203
2004,CN,ALL,DF,1953907,3,203
2004,CN,ALL,DP,64848,3,203
2004,CN,ALL,DYS,72421,3,203
2004,CN,ALL,DWT,5894,3,203
2004,CN,ALL,COST,846488822,0,81
2004,CN,CNNL,D,973265,3,203
2004,CN,CNNL,DF,932652,3,203
2004,CN,CNNL,DP,492,3,203
2004,CN,CNNL,DYS,38378,3,203
2004,CN,CNNL,DWT,1743,3,203
2004,CN,CNNL,COST,372890511,0,81
2004,CN,CNPC,D,861153,3,203
2004,CN,CNPC,DF,841623,3,203
2004,CN,CNPC,DP,0,3,203
2004,CN,CNPC,DYS,17947,3,203
2004,CN,CNPC,DWT,1584,3,203
2004,CN,CNPC,COST,355249447,0,81
2004,CN,VIAR,D,60638,3,203
2004,CN,VIAR,DF,0,3,203
2004,CN,VIAR,DP,60365,3,203
2004,CN,VIAR,DYS,273,3,203
2004,CN,VIAR,DWT,0,3,203
2004,CN,VIAR,COST,23977018,0,81
2004,CN,RGRL,D,202014,3,203
2004,CN,RGRL,DF,179632,3,203
2004,CN,RGRL,DP,3991,3,203
2004,CN,RGRL,DYS,15823,3,203
2004,CN,RGRL,DWT,2567,3,203
2004,CN,RGRL,COST,94371846,0,81
2005,CN,ALL,D,2130224,3,203
2005,CN,ALL,DF,1987726,3,203
2005,CN,ALL,DP,64986,3,203
2005,CN,ALL,DYS,67909,3,203
2005,CN,ALL,DWT,9603,3,203
2005,CN,ALL,COST,1153590667,0,81
2005,CN,CNNL,D,1028785,3,203
2005,CN,CNNL,DF,985880,3,203
2005,CN,CNNL,DP,424,3,203
2005,CN,CNNL,DYS,40106,3,203
2005,CN,CNNL,DWT,2375,3,203
2005,CN,CNNL,COST,552605898,0,81
2005,CN,CNPC,D,875823,3,203
2005,CN,CNPC,DF,854644,3,203
2005,CN,CNPC,DP,0,3,203
2005,CN,CNPC,DYS,16902,3,203
2005,CN,CNPC,DWT,4276,3,203
2005,CN,CNPC,COST,472080734,0,81
2005,CN,VIAR,D,60088,3,203
2005,CN,VIAR,DF,0,3,203
2005,CN,VIAR,DP,59838,3,203
2005,CN,VIAR,DYS,249,3,203
2005,CN,VIAR,DWT,0,3,203
2005,CN,VIAR,COST,30196526,0,81
2005,CN,RGRL,D,165529,3,203
2005,CN,RGRL,DF,147202,3,203
2005,CN,RGRL,DP,4724,3,203
2005,CN,RGRL,DYS,10651,3,203
2005,CN,RGRL,DWT,2953,3,203
2005,CN,RGRL,COST,98707509,0,81
2006,CN,ALL,D,2119082,3,203
2006,CN,ALL,DF,1979536,3,203
2006,CN,ALL,DP,62441,3,203
2006,CN,ALL,DYS,66694,3,203
2006,CN,ALL,DWT,10411,3,203
2006,CN,ALL,COST,1299571658,0,81
2006,CN,CNNL,D,1051395,3,203
2006,CN,CNNL,DF,1008573,3,203
2006,CN,CNNL,DP,344,3,203
2006,CN,CNNL,DYS,39052,3,203
2006,CN,CNNL,DWT,3426,3,203
2006,CN,CNNL,COST,633198093,0,81
2006,CN,CNPC,D,868931,3,203
2006,CN,CNPC,DF,848711,3,203
2006,CN,CNPC,DP,0,3,203
2006,CN,CNPC,DYS,16216,3,203
2006,CN,CNPC,DWT,4004,3,203
2006,CN,CNPC,COST,536126560,0,81
2006,CN,VIAR,D,58361,3,203
2006,CN,VIAR,DF,0,3,203
2006,CN,VIAR,DP,58148,3,203
2006,CN,VIAR,DYS,213,3,203
2006,CN,VIAR,DWT,0,3,203
2006,CN,VIAR,COST,37186421,0,81
2006,CN,RGRL,D,140396,3,203
2006,CN,RGRL,DF,122251,3,203
2006,CN,RGRL,DP,3949,3,203
2006,CN,RGRL,DYS,11214,3,203
2006,CN,RGRL,DWT,2981,3,203
2006,CN,RGRL,COST,93060584,0,81
2007,CN,ALL,D,2193684,3,203
2007,CN,ALL,DF,2058345,3,203
2007,CN,ALL,DP,62962,3,203
2007,CN,ALL,DYS,63425,3,203
2007,CN,ALL,DWT,8952,3,203
2007,CN,ALL,COST,1486001147,0,81
2007,CN,CNNL,D,1044591,3,203
2007,CN,CNNL,DF,1004256,3,203
2007,CN,CNNL,DP,427,3,203
2007,CN,CNNL,DYS,37787,3,203
2007,CN,CNNL,DWT,2121,3,203
2007,CN,CNNL,COST,731933193,0,81
2007,CN,CNPC,D,931407,3,203
2007,CN,CNPC,DF,912167,3,203
2007,CN,CNPC,DP,0,3,203
2007,CN,CNPC,DYS,15521,3,203
2007,CN,CNPC,DWT,3720,3,203
2007,CN,CNPC,COST,620873183,0,81
2007,CN,VIAR,D,58739,3,203
2007,CN,VIAR,DF,0,3,203
2007,CN,VIAR,DP,58518,3,203
2007,CN,VIAR,DYS,220,3,203
2007,CN,VIAR,DWT,0,3,203
2007,CN,VIAR,COST,37131069,0,81
2007,CN,RGRL,D,158947,3,203
2007,CN,RGRL,DF,141922,3,203
2007,CN,RGRL,DP,4017,3,203
2007,CN,RGRL,DYS,9897,3,203
2007,CN,RGRL,DWT,3111,3,203
2007,CN,RGRL,COST,96063702,0,81
2008,CN,ALL,D,2078060,3,203
2008,CN,ALL,DF,1950585,3,203
2008,CN,ALL,DP,63666,3,203
2008,CN,ALL,DYS,55633,3,203
2008,CN,ALL,DWT,8176,3,203
2008,CN,ALL,COST,1973051889,0,81
2008,CN,CNNL,D,1018213,3,203
2008,CN,CNNL,DF,980195,3,203
2008,CN,CNNL,DP,359,3,203
2008,CN,CNNL,DYS,34383,3,203
2008,CN,CNNL,DWT,3276,3,203
2008,CN,CNNL,COST,1002692222,0,81
2008,CN,CNPC,D,898023,3,203
2008,CN,CNPC,DF,881035,3,203
2008,CN,CNPC,DP,0,3,203
2008,CN,CNPC,DYS,12933,3,203
2008,CN,CNPC,DWT,4055,3,203
2008,CN,CNPC,COST,833983799,0,81
2008,CN,VIAR,D,59941,3,203
2008,CN,VIAR,DF,0,3,203
2008,CN,VIAR,DP,59718,3,203
2008,CN,VIAR,DYS,223,3,203
2008,CN,VIAR,DWT,0,3,203
2008,CN,VIAR,COST,47418556,0,81
2008,CN,RGRL,D,101883,3,203
2008,CN,RGRL,DF,89355,3,203
2008,CN,RGRL,DP,3589,3,203
2008,CN,RGRL,DYS,8094,3,203
2008,CN,RGRL,DWT,845,3,203
2008,CN,RGRL,COST,88957312,0,81
2009,CN,ALL,D,1769604,3,203
2009,CN,ALL,DF,1663312,3,203
2009,CN,ALL,DP,60542,3,203
2009,CN,ALL,DYS,39123,3,203
2009,CN,ALL,DWT,6627,3,203
2009,CN,ALL,COST,1125937702,0,81
2009,CN,CNNL,D,911825,3,203
2009,CN,CNNL,DF,883745,3,203
2009,CN,CNNL,DP,486,3,203
2009,CN,CNNL,DYS,24575,3,203
2009,CN,CNNL,DWT,3019,3,203
2009,CN,CNNL,COST,560297775,0,81
2009,CN,CNPC,D,722448,3,203
2009,CN,CNPC,DF,710771,3,203
2009,CN,CNPC,DP,0,3,203
2009,CN,CNPC,DYS,8741,3,203
2009,CN,CNPC,DWT,2936,3,203
2009,CN,CNPC,COST,461678454,0,81
2009,CN,VIAR,D,57000,3,203
2009,CN,VIAR,DF,0,3,203
2009,CN,VIAR,DP,56872,3,203
2009,CN,VIAR,DYS,128,3,203
2009,CN,VIAR,DWT,0,3,203
2009,CN,VIAR,COST,53968213,0,81
2009,CN,RGRL,D,78331,3,203
2009,CN,RGRL,DF,68796,3,203
2009,CN,RGRL,DP,3184,3,203
2009,CN,RGRL,DYS,5678,3,203
2009,CN,RGRL,DWT,673,3,203
2009,CN,RGRL,COST,49993260,0,81
2010,CN,ALL,D,1932685,3,203
2010,CN,ALL,DF,1832353,3,203
2010,CN,ALL,DP,55815,3,203
2010,CN,ALL,DYS,37297,3,203
2010,CN,ALL,DWT,7220,3,203
2010,CN,ALL,COST,1377926583,0,81
2010,CN,CNNL,D,NULL,3,203
2010,CN,CNNL,DF,NULL,3,203
2010,CN,CNNL,DP,NULL,3,203
2010,CN,CNNL,DYS,NULL,3,203
2010,CN,CNNL,DWT,NULL,3,203
2010,CN,CNNL,COST,NULL,0,81
2010,CN,CNPC,D,NULL,3,203
2010,CN,CNPC,DF,NULL,3,203
2010,CN,CNPC,DP,NULL,3,203
2010,CN,CNPC,DYS,NULL,3,203
2010,CN,CNPC,DWT,NULL,3,203
2010,CN,CNPC,COST,NULL,0,81
2010,CN,VIAR,D,NULL,3,203
2010,CN,VIAR,DF,NULL,3,203
2010,CN,VIAR,DP,NULL,3,203
2010,CN,VIAR,DYS,NULL,3,203
2010,CN,VIAR,DWT,NULL,3,203
2010,CN,VIAR,COST,NULL,0,81
2010,CN,RGRL,D,83949,3,203
2010,CN,RGRL,DF,74828,3,203
2010,CN,RGRL,DP,2781,3,203
2010,CN,RGRL,DYS,5584,3,203
2010,CN,RGRL,DWT,756,3,203
2010,CN,RGRL,COST,61533132,0,81
2011,CN,ALL,D,1898331,3,203
2011,CN,ALL,DF,1792045,3,203
2011,CN,ALL,DP,54129,3,203
2011,CN,ALL,DYS,44228,3,203
2011,CN,ALL,DWT,7929,3,203
2011,CN,ALL,COST,1736437746,0,81
2011,CN,CNNL,D,NULL,3,203
2011,CN,CNNL,DF,NULL,3,203
2011,CN,CNNL,DP,NULL,3,203
2011,CN,CNNL,DYS,NULL,3,203
2011,CN,CNNL,DWT,NULL,3,203
2011,CN,CNNL,COST,NULL,0,81
2011,CN,CNPC,D,NULL,3,203
2011,CN,CNPC,DF,NULL,3,203
2011,CN,CNPC,DP,NULL,3,203
2011,CN,CNPC,DYS,NULL,3,203
2011,CN,CNPC,DWT,NULL,3,203
2011,CN,CNPC,COST,NULL,0,81
2011,CN,VIAR,D,NULL,3,203
2011,CN,VIAR,DF,NULL,3,203
2011,CN,VIAR,DP,NULL,3,203
2011,CN,VIAR,DYS,NULL,3,203
2011,CN,VIAR,DWT,NULL,3,203
2011,CN,VIAR,COST,NULL,0,81
2011,CN,RGRL,D,89505,3,203
2011,CN,RGRL,DF,79579,3,203
2011,CN,RGRL,DP,3542,3,203
2011,CN,RGRL,DYS,5122,3,203
2011,CN,RGRL,DWT,1262,3,203
2011,CN,RGRL,COST,83121898,0,81
2012,CN,ALL,D,2060281,3,203
2012,CN,ALL,DF,1954550,3,203
2012,CN,ALL,DP,49416,3,203
2012,CN,ALL,DYS,48149,3,203
2012,CN,ALL,DWT,8167,3,203
2012,CN,ALL,COST,1899666193,0,81
2012,CN,CNNL,D,NULL,3,203
2012,CN,CNNL,DF,NULL,3,203
2012,CN,CNNL,DP,NULL,3,203
2012,CN,CNNL,DYS,NULL,3,203
2012,CN,CNNL,DWT,NULL,3,203
2012,CN,CNNL,COST,NULL,0,81
2012,CN,CNPC,D,NULL,3,203
2012,CN,CNPC,DF,NULL,3,203
2012,CN,CNPC,DP,NULL,3,203
2012,CN,CNPC,DYS,NULL,3,203
2012,CN,CNPC,DWT,NULL,3,203
2012,CN,CNPC,COST,NULL,0,81
2012,CN,VIAR,D,NULL,3,203
2012,CN,VIAR,DF,NULL,3,203
2012,CN,VIAR,DP,NULL,3,203
2012,CN,VIAR,DYS,NULL,3,203
2012,CN,VIAR,DWT,NULL,3,203
2012,CN,VIAR,COST,NULL,0,81
2012,CN,RGRL,D,87745,3,203
2012,CN,RGRL,DF,78705,3,203
2012,CN,RGRL,DP,3360,3,203
2012,CN,RGRL,DYS,4710,3,203
2012,CN,RGRL,DWT,970,3,203
2012,CN,RGRL,COST,83738335,0,81
2013,CN,ALL,D,2018468,3,203
2013,CN,ALL,DF,1922153,3,203
2013,CN,ALL,DP,44437,3,203
2013,CN,ALL,DYS,42062,3,203
2013,CN,ALL,DWT,9816,3,203
2013,CN,ALL,COST,1933565025,0,81
2013,CN,CNNL,D,NULL,3,203
2013,CN,CNNL,DF,NULL,3,203
2013,CN,CNNL,DP,NULL,3,203
2013,CN,CNNL,DYS,NULL,3,203
2013,CN,CNNL,DWT,NULL,3,203
2013,CN,CNNL,COST,NULL,0,81
2013,CN,CNPC,D,NULL,3,203
2013,CN,CNPC,DF,NULL,3,203
2013,CN,CNPC,DP,NULL,3,203
2013,CN,CNPC,DYS,NULL,3,203
2013,CN,CNPC,DWT,NULL,3,203
2013,CN,CNPC,COST,NULL,0,81
2013,CN,VIAR,D,NULL,3,203
2013,CN,VIAR,DF,NULL,3,203
2013,CN,VIAR,DP,NULL,3,203
2013,CN,VIAR,DYS,NULL,3,203
2013,CN,VIAR,DWT,NULL,3,203
2013,CN,VIAR,COST,NULL,0,81
2013,CN,RGRL,D,80711,3,203
2013,CN,RGRL,DF,72590,3,203
2013,CN,RGRL,DP,1972,3,203
2013,CN,RGRL,DYS,4631,3,203
2013,CN,RGRL,DWT,1518,3,203
2013,CN,RGRL,COST,79146100,0,81
2014,CN,ALL,D,2106723,3,203
2014,CN,ALL,DF,1992089,3,203
2014,CN,ALL,DP,42395,3,203
2014,CN,ALL,DYS,61898,3,203
2014,CN,ALL,DWT,10340,3,203
2014,CN,ALL,COST,2139416858,0,81
2014,CN,CNNL,D,NULL,3,203
2014,CN,CNNL,DF,NULL,3,203
2014,CN,CNNL,DP,NULL,3,203
2014,CN,CNNL,DYS,NULL,3,203
2014,CN,CNNL,DWT,NULL,3,203
2014,CN,CNNL,COST,NULL,0,81
2014,CN,CNPC,D,NULL,3,203
2014,CN,CNPC,DF,NULL,3,203
2014,CN,CNPC,DP,NULL,3,203
2014,CN,CNPC,DYS,NULL,3,203
2014,CN,CNPC,DWT,NULL,3,203
2014,CN,CNPC,COST,NULL,0,81
2014,CN,VIAR,D,NULL,3,203
2014,CN,VIAR,DF,NULL,3,203
2014,CN,VIAR,DP,NULL,3,203
2014,CN,VIAR,DYS,NULL,3,203
2014,CN,VIAR,DWT,NULL,3,203
2014,CN,VIAR,COST,NULL,0,81
2014,CN,RGRL,D,82059,3,203
2014,CN,RGRL,DF,73822,3,203
2014,CN,RGRL,DP,1930,3,203
2014,CN,RGRL,DYS,4869,3,203
2014,CN,RGRL,DWT,1437,3,203
2014,CN,RGRL,COST,80867389,0,81
2015,CN,ALL,D,2034853,3,203
2015,CN,ALL,DF,1926893,3,203
2015,CN,ALL,DP,43458,3,203
2015,CN,ALL,DYS,53951,3,203
2015,CN,ALL,DWT,10551,3,203
2015,CN,ALL,COST,1528438949,0,81
2015,CN,CNNL,D,NULL,3,203
2015,CN,CNNL,DF,NULL,3,203
2015,CN,CNNL,DP,NULL,3,203
2015,CN,CNNL,DYS,NULL,3,203
2015,CN,CNNL,DWT,NULL,3,203
2015,CN,CNNL,COST,NULL,0,81
2015,CN,CNPC,D,NULL,3,203
2015,CN,CNPC,DF,NULL,3,203
2015,CN,CNPC,DP,NULL,3,203
2015,CN,CNPC,DYS,NULL,3,203
2015,CN,CNPC,DWT,NULL,3,203
2015,CN,CNPC,COST,NULL,0,81
2015,CN,VIAR,D,NULL,3,203
2015,CN,VIAR,DF,NULL,3,203
2015,CN,VIAR,DP,NULL,3,203
2015,CN,VIAR,DYS,NULL,3,203
2015,CN,VIAR,DWT,NULL,3,203
2015,CN,VIAR,COST,NULL,0,81
2015,CN,RGRL,D,82088,3,203
2015,CN,RGRL,DF,73919,3,203
2015,CN,RGRL,DP,1717,3,203
2015,CN,RGRL,DYS,5025,3,203
2015,CN,RGRL,DWT,1427,3,203
2015,CN,RGRL,COST,63667115,0,81
2016,CN,ALL,D,1907374,3,203
2016,CN,ALL,DF,1803872,3,203
2016,CN,ALL,DP,44851,3,203
2016,CN,ALL,DYS,48615,3,203
2016,CN,ALL,DWT,10037,3,203
2016,CN,ALL,COST,1261598794,0,81
2016,CN,CNNL,D,NULL,3,203
2016,CN,CNNL,DF,NULL,3,203
2016,CN,CNNL,DP,NULL,3,203
2016,CN,CNNL,DYS,NULL,3,203
2016,CN,CNNL,DWT,NULL,3,203
2016,CN,CNNL,COST,NULL,0,81
2016,CN,CNPC,D,NULL,3,203
2016,CN,CNPC,DF,NULL,3,203
2016,CN,CNPC,DP,NULL,3,203
2016,CN,CNPC,DYS,NULL,3,203
2016,CN,CNPC,DWT,NULL,3,203
2016,CN,CNPC,COST,NULL,0,81
2016,CN,VIAR,D,NULL,3,203
2016,CN,VIAR,DF,NULL,3,203
2016,CN,VIAR,DP,NULL,3,203
2016,CN,VIAR,DYS,NULL,3,203
2016,CN,VIAR,DWT,NULL,3,203
2016,CN,VIAR,COST,NULL,0,81
2016,CN,RGRL,D,79636,3,203
2016,CN,RGRL,DF,71670,3,203
2016,CN,RGRL,DP,2004,3,203
2016,CN,RGRL,DYS,4895,3,203
2016,CN,RGRL,DWT,1067,3,203
2016,CN,RGRL,COST,50254311,0,81
2017,CN,ALL,D,2040497,3,203
2017,CN,ALL,DF,1933822,3,203
2017,CN,ALL,DP,47492,3,203
2017,CN,ALL,DYS,49982,3,203
2017,CN,ALL,DWT,9201,3,203
2017,CN,ALL,COST,1564486422,0,81
2017,CN,RGRL,D,76642,3,203
2017,CN,RGRL,DF,68997,3,203
2017,CN,RGRL,DP,2119,3,203
2017,CN,RGRL,DYS,4439,3,203
2017,CN,RGRL,DWT,1087,3,203
2017,CN,RGRL,COST,57713422,0,81
